episode,episode_reward,episode_steps,timesteps,fps,timestamp,seed
216,5.490000,278,63216,0,2026-03-23T18:45:30.854769,20078
217,14.099999,491,63288,0,2026-03-23T18:45:30.859723,50074
218,10.930000,292,63480,0,2026-03-23T18:45:30.873179,30065
219,0.910000,165,63512,0,2026-03-23T18:45:31.021587,40072
220,5.690000,282,64152,0,2026-03-23T18:45:31.066350,70073
221,0.910000,166,64840,0,2026-03-23T18:45:31.113775,40073
222,21.119999,332,65944,0,2026-03-23T18:45:31.335224,50075
223,14.809999,497,66176,0,2026-03-23T18:45:31.355086,10067
224,5.640000,286,66440,0,2026-03-23T18:45:31.379156,70074
225,4.730000,246,66808,0,2026-03-23T18:45:31.405648,40074
226,14.310000,463,66920,0,2026-03-23T18:45:31.415599,20079
227,2.820000,204,67576,0,2026-03-23T18:45:31.467152,50076
228,17.370001,2500,67808,0,2026-03-23T18:45:31.643604,62
229,2.820000,201,68048,0,2026-03-23T18:45:31.660692,70075
230,0.910000,166,68136,0,2026-03-23T18:45:31.666595,40075
231,6.640000,294,68528,0,2026-03-23T18:45:31.692604,10068
232,0.910000,165,69128,0,2026-03-23T18:45:31.732251,63
233,12.860001,2500,69320,0,2026-03-23T18:45:31.744957,60068
234,5.920000,304,69352,0,2026-03-23T18:45:31.747378,20080
235,-0.290000,164,69360,0,2026-03-23T18:45:31.748020,70076
236,2.820000,201,69744,0,2026-03-23T18:45:31.919894,40076
237,-0.480000,176,69936,0,2026-03-23T18:45:31.933784,10069
238,7.450000,308,70040,0,2026-03-23T18:45:31.940682,50077
239,0.910000,166,70680,0,2026-03-23T18:45:31.982519,20081
240,0.670000,193,70864,0,2026-03-23T18:45:31.995214,60069
241,0.430000,189,70872,0,2026-03-23T18:45:31.996060,70077
242,3.530000,230,71776,0,2026-03-23T18:45:32.204344,10070
243,9.320000,373,72112,0,2026-03-23T18:45:32.228980,64
244,18.060001,308,72208,0,2026-03-23T18:45:32.235725,40077
245,3.100000,256,72728,0,2026-03-23T18:45:32.272462,20082
246,18.250000,269,73016,0,2026-03-23T18:45:32.292618,60070
247,20.160000,302,73288,0,2026-03-23T18:45:32.311148,70078
248,1.870000,199,73368,0,2026-03-23T18:45:32.317491,10071
249,2.820000,201,73720,0,2026-03-23T18:45:32.340906,65
250,2.820000,206,73856,0,2026-03-23T18:45:32.496790,40078
251,14.130000,523,74224,0,2026-03-23T18:45:32.525358,50078
252,0.670000,166,74344,0,2026-03-23T18:45:32.534824,60071
253,5.010000,298,75112,0,2026-03-23T18:45:32.585998,20083
254,2.580000,231,75136,0,2026-03-23T18:45:32.587871,70079
255,3.630000,228,75680,0,2026-03-23T18:45:32.624220,40079
256,6.970000,290,75688,0,2026-03-23T18:45:32.625001,10072
257,2.340000,209,75896,0,2026-03-23T18:45:32.785150,50079
258,6.640000,281,76592,0,2026-03-23T18:45:32.832592,60072
259,2.820000,204,77312,0,2026-03-23T18:45:32.881146,40080
260,18.150002,272,77312,0,2026-03-23T18:45:32.881157,70080
261,10.930000,450,77320,0,2026-03-23T18:45:32.881949,66
262,5.690000,281,77360,0,2026-03-23T18:45:32.884787,20084
263,2.820000,204,78224,0,2026-03-23T18:45:33.090585,60073
264,8.070001,328,78520,0,2026-03-23T18:45:33.112241,50080
265,0.670000,165,79544,0,2026-03-23T18:45:33.184085,60074
266,26.319998,522,79864,0,2026-03-23T18:45:33.206765,10073
267,22.680002,374,80304,0,2026-03-23T18:45:33.386242,40081
268,3.580000,234,80392,0,2026-03-23T18:45:33.392281,50081
